Place,Place_Normalized,Question,Question_Text,Comments,Answer,Points earned,Possible points,Weight,Max possible
Nyambaka '10,Nyambaka,6,"Est-ce que les documents de budget présentent des informations sur les actifs non financiers (par exemple  bâtiments, véhicules, etc.) détenus par le Conseil municipal? ",Pas applicable/autre (svp produire un commentaire). Commentaire: ,,,,,
Nyambaka '10,Nyambaka,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",a.  Toutes les sources d'assistance des donateurs sont identifiées individuellement. ,,0,0,0,0
Nyambaka '10,Nyambaka,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",b.  Quelques sources d'assistance des donateurs sont identifiées individuellement. ,1,0,0,0,0
Nyambaka '10,Nyambaka,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",c.  Aucune source d'assistance des donateurs n'est identifiée individuellement. ,,0,0,0,0
Nyambaka '10,Nyambaka,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",Pas applicable/autres (svp produire un commentaire). Commentaire: ,,,,,
Nyambaka '10,Nyambaka,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",a.  Des données non financières sont présentées pour tous les programmes. ,,0,0,0,0
Nyambaka '10,Nyambaka,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",b.  Des données non financières sont présentées pour quelques programmes. ,1,0,0,0,0
Nyambaka '10,Nyambaka,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",c.  Aucune donnée non financière n'est présentée. ,,0,0,0,0
Nyambaka '10,Nyambaka,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",Pas applicable/autres (svp produire un commentaire). Commentaire: ,,,,,
Nyambaka '10,Nyambaka,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",a.  Des indicateurs de performance sont présentés pour tous les programmes. ,,0,0,0,0
Nyambaka '10,Nyambaka,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",b.  Des indicateurs de performance sont présentés pour quelques programmes. ,1,0,0,0,0
Nyambaka '10,Nyambaka,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",c.  Aucun indicateur de performance n'est présenté. ,,0,0,0,0
Nyambaka '10,Nyambaka,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",Pas applicable/autres (svp produire un commentaire). Commentaire : ,,,,,
Nyambaka '10,Nyambaka,10,"Est ce que le Conseil municipal publie la présentation non technique destinée  aux citoyens  qui décrit le budget et ses propositions (par exemple un sommaire de budget, une version citoyen-amicale du budget, etc.)? ",a. Oui,,0,0,0,0
Nyambaka '10,Nyambaka,10,"Est ce que le Conseil municipal publie la présentation non technique destinée  aux citoyens  qui décrit le budget et ses propositions (par exemple un sommaire de budget, une version citoyen-amicale du budget, etc.)? ",b. Non,1,0,0,0,0
Nyambaka '10,Nyambaka,10,"Est ce que le Conseil municipal publie la présentation non technique destinée  aux citoyens  qui décrit le budget et ses propositions (par exemple un sommaire de budget, une version citoyen-amicale du budget, etc.)? ","Si oui, quel genre d'informations la présentation non technique inclut-elle? Svp commenter:",,,,,
Nyambaka '10,Nyambaka,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,a.     Moins de 25% ,,0,0,0,0
Nyambaka '10,Nyambaka,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,b.     Entre 25-50% ,,0,0,0,0
Nyambaka '10,Nyambaka,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,c.     Entre 50-75% ,1,0,0,0,0
Nyambaka '10,Nyambaka,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,d.     Plus de 75% ,,0,0,0,0
Nyambaka '10,Nyambaka,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,Pas applicable/autres (svp produire un commentaire). Commentaire : ,,,,,
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,a.  Oui ,,See c.,,,
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,b.  Non ,1,0,0,0,0
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,"c.  Si oui, quelle genre de consultations avec le public sont tenues ",,0,0,0,0
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,1)     participation active des citoyens au cours des discussions du conseil local ,,0,0,0,0
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,2)     les conseils locaux discutent le budget avec des citoyens dans leurs districts ,,0,0,0,0
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,3)     autre (svp produire un descriptif) :,,0,0,0,0
Nyambaka '10,Nyambaka,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,Pas applicable/autres (svp produire un commentaire). Commentaire : ,,,,,
Nyambaka '10,Nyambaka,13,"Pour le rapport en milieu d'année sur des dépenses effectives actuelles présenté au public par le maire, combien de temps s'écoule typiquement entre la fin de la période de reportage et la présentation du rapport au public (par exemple, le rapport a été présenté au public moins de 4 semaines après la fin du deuxième trimestre)?  ",a.  Le rapport est publié 3 mois ou moins après la fin de la période. ,,0,0,0,0
Nyambaka '10,Nyambaka,13,"Pour le rapport en milieu d'année sur des dépenses effectives actuelles présenté au public par le maire, combien de temps s'écoule typiquement entre la fin de la période de reportage et la présentation du rapport au public (par exemple, le rapport a été présenté au public moins de 4 semaines après la fin du deuxième trimestre)?  ",b.  Le rapport est publié 6 mois ou moins (mais plus de 3 mois) après la fin de la période. ,,0,0,0,0
Nyambaka '10,Nyambaka,13,"Pour le rapport en milieu d'année sur des dépenses effectives actuelles présenté au public par le maire, combien de temps s'écoule typiquement entre la fin de la période de reportage et la présentation du rapport au public (par exemple, le rapport a été présenté au public moins de 4 semaines après la fin du deuxième trimestre)?  ",c.  Le rapport est publié plus de 6 mois après la fin de la période. ,,0,0,0,0
Nyambaka '10,Nyambaka,13,"Pour le rapport en milieu d'année sur des dépenses effectives actuelles présenté au public par le maire, combien de temps s'écoule typiquement entre la fin de la période de reportage et la présentation du rapport au public (par exemple, le rapport a été présenté au public moins de 4 semaines après la fin du deuxième trimestre)?  ",d.  Le rapport n'est pas publié. ,1,0,0,0,0
Nyambaka '10,Nyambaka,13,"Pour le rapport en milieu d'année sur des dépenses effectives actuelles présenté au public par le maire, combien de temps s'écoule typiquement entre la fin de la période de reportage et la présentation du rapport au public (par exemple, le rapport a été présenté au public moins de 4 semaines après la fin du deuxième trimestre)?  ",Pas applicable/autres (svp produire un commentaire). Commentaire : ,,,,,
Nyambaka '10,Nyambaka,14,Combien de temps après la fin de l'année budgétaire le maire présente au public un rapport de fin d'année qui discute les résultats réels du budget pendant l'année?  ,a.  Le rapport est publié six mois ou moins après la fin de l'exercice budgétaire. ,1,0,0,0,0
Nyambaka '10,Nyambaka,14,Combien de temps après la fin de l'année budgétaire le maire présente au public un rapport de fin d'année qui discute les résultats réels du budget pendant l'année?  ,b.  Le rapport est publié12 mois ou moins (mais plus de six mois) après la fin de l'exercice budgétaire. ,,0,0,0,0
Nyambaka '10,Nyambaka,14,Combien de temps après la fin de l'année budgétaire le maire présente au public un rapport de fin d'année qui discute les résultats réels du budget pendant l'année?  ,c.  Le rapport est publié plus de 12 mois après la fin de l'exercice budgétaire. ,,0,0,0,0
Nyambaka '10,Nyambaka,14,Combien de temps après la fin de l'année budgétaire le maire présente au public un rapport de fin d'année qui discute les résultats réels du budget pendant l'année?  ,d.  Le maire ne publie pas un rapport de fin d'année. ,,0,0,0,0
